com.samsung.shealth.tracker.pedometer_step_count,6105031,2
duration,run_step,version_code,walk_step,com.samsung.health.step_count.create_time,com.samsung.health.step_count.distance,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.custom,com.samsung.health.step_count.count,com.samsung.health.step_count.end_time,com.samsung.health.step_count.speed,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.start_time,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.update_time,com.samsung.health.step_count.datauuid,com.samsung.health.step_count.calorie,com.samsung.health.step_count.sample_position_type
51877,0,4,109,1592434037039,86.480064,UTC+0900,,109,1592434080000,1.6670189,CHxXcBbd2u,1592434020000,com.sec.android.app.shealth,1592434079596,5f91d0c9-289c-4bf3-906b-4885469433d7,3.2699976,,
52496,26,4,98,1592434036993,107.91,UTC+0900,,124,1592433960000,2.0555556,CHxXcBbd2u,1592433900000,com.sec.android.app.shealth,1592434036993,bd27d5af-f7a8-47a5-8fbf-20cc7ae5c031,4.96,,
18103,0,4,34,1592434504968,26.15,UTC+0900,,34,1592434500000,1.4444445,CHxXcBbd2u,1592434440000,com.sec.android.app.shealth,1592434504968,06f23622-44fd-4812-b8a8-eb981e475f9d,1.15,,
23424,0,4,48,1592434416955,37.74,UTC+0900,,48,1592434380000,1.6111112,CHxXcBbd2u,1592434320000,com.sec.android.app.shealth,1592434416955,6a44ab76-5442-4353-a68d-fb9493f94f41,1.52,,
35153,0,4,18,1592435853447,59.409996,UTC+0900,,119,1592435880000,1.6900349,CHxXcBbd2u,1592435820000,com.sec.android.app.shealth,1592435985198,f45879ce-eb13-435d-b051-3199950f4af1,7.74,,
53990,0,4,107,1592435708641,98.13,UTC+0900,,123,1592435760000,1.8175269,CHxXcBbd2u,1592435700000,com.sec.android.app.shealth,1592435791701,2ae8e050-6b14-430c-982f-f5c5bc8cf46a,3.8400002,,
60000,0,4,125,1592396580457,98.82,UTC+0900,,125,1592396640000,1.6470001,CHxXcBbd2u,1592396580000,com.sec.android.app.shealth,1592396692270,f0f84884-9934-4e50-8dbf-695dab62b444,3.75,,
30138,0,4,51,1592436116353,50.23,UTC+0900,,69,1592436120000,1.6666666,CHxXcBbd2u,1592436060000,com.sec.android.app.shealth,1592436116353,9017f286-7ed5-483d-a587-97939cbf6577,2.98,,
7607,0,4,15,1592400569875,11.59,UTC+0900,,15,1592400600000,1.5235925,CHxXcBbd2u,1592400540000,com.sec.android.app.shealth,1592400574855,2c1b1211-59c3-4652-b7ba-21bdea82d3e2,0.49,,
60000,8,4,125,1592434037012,108.76,UTC+0900,,133,1592434020000,1.8126667,CHxXcBbd2u,1592433960000,com.sec.android.app.shealth,1592434037012,cd85a37d-8e98-4891-82ef-79f32864a033,4.36,,
56927,0,4,122,1592434140134,97.320015,UTC+0900,,122,1592434200000,1.7095491,CHxXcBbd2u,1592434140000,com.sec.android.app.shealth,1592434199635,c5f486b9-1db6-4477-82dd-f4e11cf55e39,3.7199972,,
10945,0,4,21,1592434416980,16.35,UTC+0900,,21,1592434440000,1.4937688,CHxXcBbd2u,1592434380000,com.sec.android.app.shealth,1592434504927,f19e3941-0ee9-418b-8a83-49ab5fc37b98,0.71000004,,
53330,0,4,98,1592435791709,89.45,UTC+0900,,115,1592435820000,1.6772631,CHxXcBbd2u,1592435760000,com.sec.android.app.shealth,1592435853420,38c8b8cf-260f-4f6c-b58c-7e8afd33b50b,3.73,,
2999,1,4,7,1592434583096,19.58,UTC+0900,,8,1592434620000,6.5277777,CHxXcBbd2u,1592434560000,com.sec.android.app.shealth,1592434583096,60c125a0-8646-4ca8-9399-d111098bd326,1.3,,
22613,0,4,43,1592384750916,33.92,UTC+0900,,43,1592384700000,1.5,CHxXcBbd2u,1592384640000,com.sec.android.app.shealth,1592384750916,9e5fdaad-1c34-4b41-a29c-db468ef90143,1.53,,
39351,0,4,46,1592435985236,68.64,UTC+0900,,113,1592436000000,1.7442887,CHxXcBbd2u,1592435940000,com.sec.android.app.shealth,1592436008932,36b32d83-62f5-4a15-8953-b2bc8bbf123d,5.9000006,,
40827,0,4,84,1592434200322,66.20003,UTC+0900,,84,1592434260000,1.6214478,CHxXcBbd2u,1592434200000,com.sec.android.app.shealth,1592434349776,8dd42304-17e0-409e-b8b6-9f0d1f567754,2.6299984,,
2996,0,4,7,1592439319874,9.49,UTC+0900,,7,1592438640000,3.1666667,CHxXcBbd2u,1592438580000,com.sec.android.app.shealth,1592439319874,36fcf3f4-e321-4c8e-b4b4-ecf5f26435f4,0.66,,
46582,0,4,96,1592436197737,75.05,UTC+0900,,96,1592436180000,1.6111112,CHxXcBbd2u,1592436120000,com.sec.android.app.shealth,1592436197737,936c5326-504f-4d3a-8e65-dcb6a48911de,3.07,,
32108,0,4,71,1592436197755,56.730003,UTC+0900,,71,1592436240000,1.7668005,CHxXcBbd2u,1592436180000,com.sec.android.app.shealth,1592436903011,214be6b8-4cad-4ab2-9fc9-f9b54e9e5f78,2.28,,
5377,2,4,10,1592437755404,11.62,UTC+0900,,12,1592437800000,2.1606755,CHxXcBbd2u,1592437740000,com.sec.android.app.shealth,1592437758450,0a191124-1f2c-49ab-8bd0-4b2611656f57,0.7199999,,
34323,14,4,67,1592435703345,69.6,UTC+0900,,81,1592435700000,2.0277777,CHxXcBbd2u,1592435640000,com.sec.android.app.shealth,1592435703345,e207b91b-8f89-40bc-9137-28810ee0f335,3.18,,
52992,0,4,85,1592451300439,80.96,UTC+0900,,117,1592451240000,1.5277778,CHxXcBbd2u,1592451180000,com.sec.android.app.shealth,1592451300439,f213276f-e2b1-4584-8bb9-93bb47c96935,3.51,,
48764,0,4,94,1592449387154,74.380005,UTC+0900,,94,1592449440000,1.5252914,CHxXcBbd2u,1592449380000,com.sec.android.app.shealth,1592449525021,c153f70a-c5cc-465d-bf1e-9b9d58373ad6,3.12,,
4812,0,4,10,1592450996399,8.0,UTC+0900,,10,1592451000000,1.662362,CHxXcBbd2u,1592450940000,com.sec.android.app.shealth,1592451300302,2edcbf9f-6127-4a89-bfd4-589f1835cd14,0.34999996,,
23570,0,4,46,1592451300375,36.01,UTC+0900,,46,1592451120000,1.5277778,CHxXcBbd2u,1592451060000,com.sec.android.app.shealth,1592451300375,741709b0-7c8f-44bd-ade5-a28bee2c6a2c,1.52,,
47467,0,4,70,1592436008961,77.890045,UTC+0900,,121,1592436060000,1.6409081,CHxXcBbd2u,1592436000000,com.sec.android.app.shealth,1592436116335,b5eedb63-f3da-4e5e-acaa-8f0e37bd41cf,6.1300063,,
39946,0,4,75,1592452989034,57.7,UTC+0900,,75,1592452560000,1.4444444,CHxXcBbd2u,1592452500000,com.sec.android.app.shealth,1592452989034,721aff8a-8fa5-4aad-95c6-e7ab07dc1550,2.67,,
58169,0,4,114,1592451300468,88.87,UTC+0900,,114,1592451300000,1.5277778,CHxXcBbd2u,1592451240000,com.sec.android.app.shealth,1592451300468,ac158758-ef44-4894-a6f9-f7da61353da0,3.51,,
51659,0,4,100,1592452509249,77.49,UTC+0900,,100,1592451360000,1.5,CHxXcBbd2u,1592451300000,com.sec.android.app.shealth,1592452509249,6251ccaf-da41-4360-829a-e248213f483a,3.38,,
12680,0,4,24,1592452509326,19.02,UTC+0900,,24,1592451540000,1.5,CHxXcBbd2u,1592451480000,com.sec.android.app.shealth,1592452509326,757b333c-84f8-45f4-97c7-62f54d3d5f8e,0.76,,
23614,0,4,47,1592438060163,36.690006,UTC+0900,,47,1592438100000,1.5537121,CHxXcBbd2u,1592438040000,com.sec.android.app.shealth,1592438100822,67078fb2-82e2-473c-b721-8e0dbfe7abf4,1.4699992,,
12156,0,4,20,1592453095261,15.34,UTC+0900,,20,1592453100000,1.2618998,CHxXcBbd2u,1592453040000,com.sec.android.app.shealth,1592453099601,025cff8a-e933-48fd-a370-c16e220606dc,0.7200001,,
52077,0,4,85,1592452989125,81.01,UTC+0900,,110,1592452680000,1.5555556,CHxXcBbd2u,1592452620000,com.sec.android.app.shealth,1592452989125,f4519f7d-69ba-4bed-a65e-261489cef3c1,4.14,,
44950,0,4,74,1592451300403,72.42,UTC+0900,,104,1592451180000,1.6111112,CHxXcBbd2u,1592451120000,com.sec.android.app.shealth,1592451300403,26b610ce-a2df-4f56-81ab-1fa5eaba84ca,3.14,,
11214,0,4,22,1592454041558,16.75,UTC+0900,,22,1592454060000,1.4936672,CHxXcBbd2u,1592454000000,com.sec.android.app.shealth,1592454061821,fb346229-e46b-4138-b08d-c8759df07210,0.75,,
20118,0,4,43,1592456317892,34.210003,UTC+0900,,43,1592456340000,1.7004641,CHxXcBbd2u,1592456280000,com.sec.android.app.shealth,1592456339852,3e1da1da-5acb-4ff8-8d2b-a9a471d70b22,1.3299993,,
54025,0,4,109,1592452989087,85.54,UTC+0900,,109,1592452620000,1.5833334,CHxXcBbd2u,1592452560000,com.sec.android.app.shealth,1592452989087,eadbf92a-9019-4603-a723-94f90a098471,3.45,,
4246,0,4,7,1592461253097,5.19,UTC+0900,,7,1592461260000,1.2222222,CHxXcBbd2u,1592461200000,com.sec.android.app.shealth,1592461253097,9db1451f-9748-460b-bbf7-4dae0d67c7f7,0.25,,
16115,0,4,31,1592463525113,24.060009,UTC+0900,,31,1592463540000,1.49299,CHxXcBbd2u,1592463480000,com.sec.android.app.shealth,1592463535534,06eb7b75-78f6-4671-b9ea-69795cb536de,0.96999955,,
22583,0,4,41,1592453100256,31.37,UTC+0900,,41,1592453160000,1.3890923,CHxXcBbd2u,1592453100000,com.sec.android.app.shealth,1592453136848,a8b11162-aca1-43bd-9b0a-ed11bfce4a0e,1.4899999,,
2791,0,4,5,1592470049000,3.8,UTC+0900,,5,1592470020000,1.3611112,CHxXcBbd2u,1592469960000,com.sec.android.app.shealth,1592470049000,a3e93fdd-1935-4a0a-970a-daf72e9099b6,0.2,,
47799,0,4,70,1592452989193,65.06,UTC+0900,,89,1592452800000,1.3611112,CHxXcBbd2u,1592452740000,com.sec.android.app.shealth,1592452989193,a8e64dcd-bac9-46cf-9d87-3b6e3281927a,3.55,,
2534,0,4,5,1592456340310,3.8999999,UTC+0900,,5,1592456400000,1.538769,CHxXcBbd2u,1592456340000,com.sec.android.app.shealth,1592456477904,c02a45ce-4785-4a29-8299-ef2b6549a9d7,0.14999999,,
27006,0,4,55,1592454907163,44.26,UTC+0900,,55,1592454300000,1.6388888,CHxXcBbd2u,1592454240000,com.sec.android.app.shealth,1592454907163,67754157-7a1e-4765-9857-67ea18a1f870,1.93,,
18295,0,4,30,1592463546465,22.420004,UTC+0900,,30,1592463600000,1.2254409,CHxXcBbd2u,1592463540000,com.sec.android.app.shealth,1592463735008,0398dc8f-4fa5-4a65-b7ff-421987b2809d,1.0299997,,
11749,0,4,24,1592461793092,18.93,UTC+0900,,24,1592461560000,1.6111112,CHxXcBbd2u,1592461500000,com.sec.android.app.shealth,1592461793092,8744891b-5410-42b6-80c3-4955107cc488,0.76,,
22435,0,4,40,1592470049376,30.44001,UTC+0900,,40,1592470080000,1.3567809,CHxXcBbd2u,1592470020000,com.sec.android.app.shealth,1592470341981,ea563593-e5ef-434b-8b29-bb111a430eeb,1.3799995,,
15653,0,4,29,1592469945896,22.61,UTC+0900,,29,1592469840000,1.4444444,CHxXcBbd2u,1592469780000,com.sec.android.app.shealth,1592469945896,0b3dd0cc-fd4a-4b6f-97cf-37ba4ddbf1a6,1.02,,
9232,0,4,17,1592471113956,13.08,UTC+0900,,17,1592471160000,1.4166666,CHxXcBbd2u,1592471100000,com.sec.android.app.shealth,1592471113956,0276979a-1003-4d3c-b02b-785f6c946fca,0.53,,
54418,0,4,106,1592391184926,82.52999,UTC+0900,,106,1592391240000,1.5165709,CHxXcBbd2u,1592391180000,com.sec.android.app.shealth,1592391252472,72855a65-ec1f-476a-b5ae-660f89a7dcca,3.2599998,,
29608,0,4,63,1592470342087,50.17,UTC+0900,,63,1592470260000,1.6944444,CHxXcBbd2u,1592470200000,com.sec.android.app.shealth,1592470342087,5f4c5c7e-2d2d-4474-9f3e-75db33ddd455,1.89,,
7592,0,4,15,1592472117093,11.81,UTC+0900,,15,1592471820000,1.5555556,CHxXcBbd2u,1592471760000,com.sec.android.app.shealth,1592472117093,398a0c85-fe84-4bf9-bda2-5d72131b82cb,0.48,,
7639,0,4,13,1592472475686,9.71,UTC+0900,,13,1592472480000,1.271067,CHxXcBbd2u,1592472420000,com.sec.android.app.shealth,1592472479548,eac4d29d-eaed-4cac-9b8a-6d1d1b0f2a90,0.48999995,,
15559,10,4,31,1592471460794,40.859997,UTC+0900,,41,1592471520000,2.626092,CHxXcBbd2u,1592471460000,com.sec.android.app.shealth,1592471517930,3e55bfbd-b8da-43cb-95f8-1fff935cf418,2.2400002,,
12106,1,4,28,1592476246730,23.710001,UTC+0900,,29,1592476260000,1.9585053,CHxXcBbd2u,1592476200000,com.sec.android.app.shealth,1592476257853,79f2ae2f-2f16-40d0-aa08-d5650b6c3cc9,0.9999995,,
37360,0,4,7,1592476817408,61.23,UTC+0900,,130,1592476800000,1.6388888,CHxXcBbd2u,1592476740000,com.sec.android.app.shealth,1592476817408,e1e83107-c481-470a-b5fe-ef20fb2cc74c,3.9,,
9045,6,4,17,1592472117178,23.87,UTC+0900,,23,1592472060000,2.6388888,CHxXcBbd2u,1592472000000,com.sec.android.app.shealth,1592472117178,8163118d-5884-431a-b6bc-7714fa2a2493,1.54,,
6779,0,4,13,1592469644639,10.08,UTC+0900,,13,1592469660000,1.4869255,CHxXcBbd2u,1592469600000,com.sec.android.app.shealth,1592469648670,6dbc1ab4-8b3f-43c6-92d4-443b296eee53,0.42,,
5145,0,4,9,1592470342013,6.86,UTC+0900,,9,1592470140000,1.3333334,CHxXcBbd2u,1592470080000,com.sec.android.app.shealth,1592470342013,acfc6a4d-0d92-45a9-be1d-5685e94a7800,0.33,,
35976,0,4,70,1592471050353,54.010002,UTC+0900,,70,1592471100000,1.5012683,CHxXcBbd2u,1592471040000,com.sec.android.app.shealth,1592471113926,c9a7efab-3995-43aa-a2fa-2c455be91d05,2.26,,
12794,11,4,22,1592471458919,38.74,UTC+0900,,33,1592471340000,3.0277777,CHxXcBbd2u,1592471280000,com.sec.android.app.shealth,1592471458919,20250598-ffb4-4a42-bc8a-4b0933628483,2.75,,
54629,0,4,106,1592391591997,85.21,UTC+0900,,111,1592391600000,1.5597838,CHxXcBbd2u,1592391540000,com.sec.android.app.shealth,1592391632903,ba32da68-ca79-4fc9-a29f-79405f6ab224,3.33,,
15492,0,4,32,1592472117075,24.96,UTC+0900,,32,1592471760000,1.6111112,CHxXcBbd2u,1592471700000,com.sec.android.app.shealth,1592472117075,b0e2421c-c0a6-40b4-94df-389829575d54,1.08,,
6277,0,4,12,1592472461539,9.59,UTC+0900,,12,1592472180000,1.5277778,CHxXcBbd2u,1592472120000,com.sec.android.app.shealth,1592472461539,d0c0e920-c5fb-4002-87d8-510bd3702081,0.41,,
22691,5,4,40,1592473595433,39.08,UTC+0900,,45,1592472960000,1.7222222,CHxXcBbd2u,1592472900000,com.sec.android.app.shealth,1592473595433,81867657-3508-4395-8ba5-91da07334c54,2.05,,
43714,16,4,46,1592476680097,83.47002,UTC+0900,,128,1592476740000,1.9094493,CHxXcBbd2u,1592476680000,com.sec.android.app.shealth,1592476817389,3a710a61-e668-4dd0-ab02-5cf28d6e1300,4.6099987,,
3605,0,4,8,1592472117120,6.51,UTC+0900,,8,1592471880000,1.8055556,CHxXcBbd2u,1592471820000,com.sec.android.app.shealth,1592472117120,bb3d491a-a546-439a-9946-de5f7c3dbfb1,0.27,,
31823,0,4,56,1592472480135,42.17001,UTC+0900,,56,1592472540000,1.3251172,CHxXcBbd2u,1592472480000,com.sec.android.app.shealth,1592472528750,05250d36-9405-4de0-8a0e-c26bc1458e6c,2.1399996,,
5482,0,4,11,1592392228923,8.68,UTC+0900,,11,1592392200000,1.5833334,CHxXcBbd2u,1592392140000,com.sec.android.app.shealth,1592392228923,e4baab1b-d791-48e6-a4ca-a14c7a45124c,0.37,,
20320,0,4,40,1592476338905,30.48,UTC+0900,,40,1592476320000,1.5,CHxXcBbd2u,1592476260000,com.sec.android.app.shealth,1592476338905,7bbe709c-8c73-44bf-b267-335239f647e3,1.36,,
32710,0,4,9,1592476817428,52.02,UTC+0900,,118,1592476860000,1.5903015,CHxXcBbd2u,1592476800000,com.sec.android.app.shealth,1592476875229,810be4fa-30fe-42a7-b970-42985444e70d,3.5399997,,
59475,0,4,117,1592478250725,91.32992,UTC+0900,,117,1592478300000,1.5355985,CHxXcBbd2u,1592478240000,com.sec.android.app.shealth,1592478299796,8448fa0c-dea8-48bc-b088-ef97dbb01293,3.5099974,,
53591,0,4,93,1592479805406,87.5,UTC+0900,,116,1592479860000,1.6327341,CHxXcBbd2u,1592479800000,com.sec.android.app.shealth,1592479961601,2dc8835a-229b-4d92-b339-31ae527e0820,3.4499998,,
10174,0,4,23,1592480600495,26.489998,UTC+0900,,23,1592480640000,2.6035693,CHxXcBbd2u,1592480580000,com.sec.android.app.shealth,1592480619918,3dabe5f7-f444-4605-b6e5-141053b099c5,1.45,,
54628,0,4,119,1592393705579,95.6,UTC+0900,,119,1592393700000,1.75,CHxXcBbd2u,1592393640000,com.sec.android.app.shealth,1592393705579,3838d4b1-e006-4709-9171-a63075ffd79b,3.65,,
32969,0,4,55,1592485648546,47.35,UTC+0900,,62,1592485680000,1.4361849,CHxXcBbd2u,1592485620000,com.sec.android.app.shealth,1592485729951,686d00a1-8f0f-493b-86bc-162764a7911e,2.0899992,,
55569,0,4,107,1592486029813,82.90994,UTC+0900,,107,1592486040000,1.4920036,CHxXcBbd2u,1592485980000,com.sec.android.app.shealth,1592486039663,6fc97dd3-4479-42ab-92f4-2b351215f64a,3.2699995,,
5085,0,4,8,1592486644669,5.8799996,UTC+0900,,8,1592486700000,1.1562492,CHxXcBbd2u,1592486640000,com.sec.android.app.shealth,1592486648252,2b6f53c3-9ecd-4e2a-b4b5-c47a95a6ba08,0.29,,
3506,0,4,6,1592489536013,4.48,UTC+0900,,6,1592489580000,1.2777778,CHxXcBbd2u,1592489520000,com.sec.android.app.shealth,1592489536013,b549765f-651d-4b84-82cb-86fcad85e014,0.21,,
7946,0,4,19,1592521779045,15.23,UTC+0900,,19,1592521680000,1.9166666,CHxXcBbd2u,1592521620000,com.sec.android.app.shealth,1592521779045,e5ad4c89-27be-437a-be73-6050ca34cead,0.63,,
47546,0,4,93,1592396579387,72.64,UTC+0900,,93,1592396580000,1.5277778,CHxXcBbd2u,1592396520000,com.sec.android.app.shealth,1592396579387,581d2623-9fc0-48a7-b79c-8570c69a03e0,2.86,,
53223,42,4,91,1592521987152,125.079994,UTC+0900,,134,1592522040000,2.3500693,CHxXcBbd2u,1592521980000,com.sec.android.app.shealth,1592522039566,09b575ec-9a99-4260-ae78-49f7f7c58382,6.260004,,
55413,0,4,100,1592523499219,90.59,UTC+0900,,117,1592523540000,1.634806,CHxXcBbd2u,1592523480000,com.sec.android.app.shealth,1592523566620,e8e74e72-205c-4a0b-9f9f-00548b6c452b,3.6699996,,
42388,0,4,71,1592523840415,68.79,UTC+0900,,97,1592523900000,1.6228429,CHxXcBbd2u,1592523840000,com.sec.android.app.shealth,1592523911335,3f3ca5e8-6fec-4a40-b195-1e2fb786a1b8,4.1099987,,
7263,0,4,16,1592528212633,13.060001,UTC+0900,,16,1592528220000,1.7980998,CHxXcBbd2u,1592528160000,com.sec.android.app.shealth,1592528215841,9581ab92-48de-45ad-901c-4b2dbba991f2,0.52,,
45991,0,4,60,1592538797070,72.369995,UTC+0900,,119,1592538840000,1.573567,CHxXcBbd2u,1592538780000,com.sec.android.app.shealth,1592538881879,2a9d1c03-6a0a-4bab-9ddc-f9882b117281,3.6099992,,
3060,0,4,7,1592400562567,5.27,UTC+0900,,7,1592399940000,1.7222222,CHxXcBbd2u,1592399880000,com.sec.android.app.shealth,1592400562567,d0aea8d6-bff9-4735-840f-368cdf9fa73f,0.25,,
37382,0,4,74,1592539170094,57.71,UTC+0900,,74,1592539200000,1.543754,CHxXcBbd2u,1592539140000,com.sec.android.app.shealth,1592539193897,a2c23613-ceec-4461-b0d0-2d06b3329db7,2.27,,
6966,0,4,14,1592540866037,10.9,UTC+0900,,14,1592540880000,1.5647129,CHxXcBbd2u,1592540820000,com.sec.android.app.shealth,1592540873947,a5181027-11dc-4366-ba5b-809da8aa5ac4,0.45,,
5256,0,4,9,1592472904834,6.57,UTC+0900,,9,1592472840000,1.25,CHxXcBbd2u,1592472780000,com.sec.android.app.shealth,1592472904834,589c8e01-b6cd-4e74-9606-4dcbbcced32e,0.32,,
60000,0,4,78,1592541537980,75.06,UTC+0900,,104,1592541420000,1.2509999,CHxXcBbd2u,1592541360000,com.sec.android.app.shealth,1592541537980,efbff4bc-6776-4760-a7e0-ff58c1324d77,4.53,,
42914,0,4,87,1592541998974,69.14,UTC+0900,,87,1592541780000,1.6111112,CHxXcBbd2u,1592541720000,com.sec.android.app.shealth,1592541998974,1cc30a4d-55c7-482b-9fcb-4ad1810058fe,2.79,,
12782,0,4,23,1592476406919,17.470001,UTC+0900,,23,1592476440000,1.3666887,CHxXcBbd2u,1592476380000,com.sec.android.app.shealth,1592476407252,6153471a-284a-40dd-b730-42f7ebc00493,0.82,,
54565,38,4,81,1592476993997,116.71,UTC+0900,,132,1592476980000,2.1388888,CHxXcBbd2u,1592476920000,com.sec.android.app.shealth,1592476993997,854d87bf-8b3c-42ac-bad9-9c105c8d9efb,5.94,,
49307,0,4,102,1592542175984,80.81,UTC+0900,,102,1592542140000,1.6388888,CHxXcBbd2u,1592542080000,com.sec.android.app.shealth,1592542175984,2afa6e9c-7bc8-4823-9d2e-7c0797dd7411,3.16,,
23608,0,4,47,1592542503852,37.38,UTC+0900,,47,1592542500000,1.5833334,CHxXcBbd2u,1592542440000,com.sec.android.app.shealth,1592542503852,d0d322f4-4b8d-4ca9-919a-0d22e05333ae,1.5,,
26475,0,4,55,1592479639746,43.39,UTC+0900,,55,1592479620000,1.6388888,CHxXcBbd2u,1592479560000,com.sec.android.app.shealth,1592479639746,7f1e060d-f4b8-49b1-a1c9-20e1d4e61874,1.72,,
20864,0,4,47,1592479961646,37.959995,UTC+0900,,47,1592479980000,1.8193829,CHxXcBbd2u,1592479920000,com.sec.android.app.shealth,1592480106681,8f449b64-1113-4ebe-83d0-02689aece463,1.4999999,,
41205,0,4,81,1592551700393,62.97,UTC+0900,,81,1592551740000,1.5282025,CHxXcBbd2u,1592551680000,com.sec.android.app.shealth,1592552112827,305801da-370a-40a7-a717-9d9770617f17,2.6299999,,
2611,0,4,7,1592558398004,5.15,UTC+0900,,7,1592558220000,1.9722223,CHxXcBbd2u,1592558160000,com.sec.android.app.shealth,1592558398004,9fdba51f-12f1-4755-9791-6ad06a0fcab9,0.25,,
60000,146,4,20,1592480700267,184.61995,UTC+0900,,166,1592480760000,3.0769992,CHxXcBbd2u,1592480700000,com.sec.android.app.shealth,1592480785581,c47e151d-8470-4346-b17b-8ae3cc358778,12.169994,,
12515,0,4,25,1592560154003,19.580002,UTC+0900,,25,1592560200000,1.5644194,CHxXcBbd2u,1592560140000,com.sec.android.app.shealth,1592560163105,d7f851a5-a2fd-4410-8184-250681b34885,0.7499999,,
60000,0,4,120,1592485740239,93.7,UTC+0900,,120,1592485800000,1.5616665,CHxXcBbd2u,1592485740000,com.sec.android.app.shealth,1592485885024,89f2814a-7da5-437b-8475-b5fa9f7b6123,3.5999997,,
20332,0,4,39,1592486113119,30.04,UTC+0900,,39,1592486160000,1.4774711,CHxXcBbd2u,1592486100000,com.sec.android.app.shealth,1592486207139,370bfc88-c315-474a-b34a-129f78f06ad3,1.3199999,,
53953,0,4,60,1592564348977,80.93,UTC+0900,,124,1592564340000,1.5,CHxXcBbd2u,1592564280000,com.sec.android.app.shealth,1592564348977,662a5b82-9a3c-40c7-b259-a9436becb0bb,3.72,,
12930,0,4,23,1592452509355,17.6,UTC+0900,,23,1592452500000,1.3611112,CHxXcBbd2u,1592452440000,com.sec.android.app.shealth,1592452509355,0b1f55f6-a51b-4676-948b-5ead2a69157d,0.88,,
56391,0,4,99,1592564710010,92.42,UTC+0900,,119,1592564700000,1.6388888,CHxXcBbd2u,1592564640000,com.sec.android.app.shealth,1592564710010,0d05a4d4-64cf-4bd6-a544-6ae6d7f45703,3.57,,
6467,0,4,10,1592486793549,7.4800005,UTC+0900,,10,1592486820000,1.1565652,CHxXcBbd2u,1592486760000,com.sec.android.app.shealth,1592486795742,16d7e02f-6ce4-4832-bfe7-d7cf602b74b9,0.35,,
60000,0,4,120,1592565122916,93.23,UTC+0900,,120,1592565120000,1.5538334,CHxXcBbd2u,1592565060000,com.sec.android.app.shealth,1592565122916,337c2c4e-4fe2-4a0a-b13d-0f2101042da3,3.61,,
6239,0,4,11,1592494631258,8.32,UTC+0900,,11,1592494620000,1.3333334,CHxXcBbd2u,1592494560000,com.sec.android.app.shealth,1592494631258,4ff9aed1-4447-4201-b390-78d9e1120683,0.4,,
60000,0,4,116,1592565593032,89.73,UTC+0900,,116,1592565540000,1.4955,CHxXcBbd2u,1592565480000,com.sec.android.app.shealth,1592565593032,ae6aa668-2ad3-45ad-9b57-50b118489716,3.52,,
56595,0,4,113,1592521779156,94.80005,UTC+0900,,120,1592521800000,1.67505,CHxXcBbd2u,1592521740000,com.sec.android.app.shealth,1592521844301,e4b92c92-6e5c-47fa-b28a-f53942209181,3.6099992,,
19689,0,4,37,1592566500950,28.44,UTC+0900,,37,1592566380000,1.4444444,CHxXcBbd2u,1592566320000,com.sec.android.app.shealth,1592566500950,8382c05f-2cd4-4351-9314-1189312a472e,1.19,,
39662,0,4,81,1592522185153,63.9,UTC+0900,,81,1592522160000,1.6111109,CHxXcBbd2u,1592522100000,com.sec.android.app.shealth,1592522185153,adb74443-8f8a-4c09-9522-d7de58bb292e,2.51,,
44151,0,4,88,1592566879949,68.68,UTC+0900,,88,1592566740000,1.5555556,CHxXcBbd2u,1592566680000,com.sec.android.app.shealth,1592566879949,87da729b-77ec-417b-bdfe-7f30bae640f5,2.84,,
34943,0,4,12,1592523634725,55.239998,UTC+0900,,116,1592523660000,1.5808427,CHxXcBbd2u,1592523600000,com.sec.android.app.shealth,1592523670187,cbc8092d-e73c-4870-a5e7-04e728b76190,8.01,,
53215,0,4,84,1592567114007,78.83,UTC+0900,,109,1592567160000,1.4813418,CHxXcBbd2u,1592567100000,com.sec.android.app.shealth,1592567160902,83dd757b-0767-4301-8cdf-542a80b09289,3.9399998,,
37141,0,4,73,1592523979119,56.87001,UTC+0900,,73,1592524020000,1.531174,CHxXcBbd2u,1592523960000,com.sec.android.app.shealth,1592524036484,4e156c68-abe5-479c-b173-c122930c93f3,2.269999,,
22208,0,4,44,1592528354061,33.93,UTC+0900,,44,1592528340000,1.5277778,CHxXcBbd2u,1592528280000,com.sec.android.app.shealth,1592528354061,112eec36-e160-4f19-95bd-73e9d494bede,1.42,,
8595,0,4,16,1592567557944,13.61,UTC+0900,,16,1592567520000,1.5833335,CHxXcBbd2u,1592567460000,com.sec.android.app.shealth,1592567557944,7bbc654d-1103-4b4d-b78a-27156aa287b6,0.67,,
51408,0,4,71,1592538900538,76.350006,UTC+0900,,120,1592538960000,1.4851503,CHxXcBbd2u,1592538900000,com.sec.android.app.shealth,1592539169956,ed2108b6-5b50-40fa-90f9-92729d98ba62,3.6099997,,
7364,0,4,13,1592576989872,9.82,UTC+0900,,13,1592577000000,1.3333334,CHxXcBbd2u,1592576940000,com.sec.android.app.shealth,1592576990424,9ee765cc-17bf-4f95-977b-9fef53158747,0.44,,
